Id,Weekly_Sales
1_3_2013-02-22,18805.638687218274
1_3_2013-03-01,18917.321433092795
1_3_2013-03-08,19029.004178967316
1_3_2013-03-15,19140.686924841837
1_3_2013-03-22,19252.369670716354
1_3_2013-03-29,19364.05241659088
1_3_2013-04-05,19475.735162465397
1_3_2013-04-12,19587.417908339918
1_3_2013-04-19,19699.10065421444
1_3_2013-04-26,19810.78340008896
1_3_2013-05-03,19922.46614596348
1_3_2013-05-10,20034.148891838002
1_3_2013-05-17,20145.831637712523
1_3_2013-05-24,20257.514383587044
1_3_2013-05-31,20480.879875336086
1_3_2013-06-07,20592.562621210607
1_3_2013-06-14,20704.24536708513
1_3_2013-06-21,20927.610858834167
1_3_2013-06-28,21150.97635058321
1_3_2013-07-05,21374.34184233225
1_3_2013-07-12,21486.024588206772
1_3_2013-07-19,21821.072825830335
1_3_2013-07-26,22044.438317579377
1_4_2012-11-02,22156.1210634539
1_4_2012-11-09,22267.80380932842
1_4_2012-11-16,22491.16930107746
1_4_2012-11-23,22602.852046951983
1_4_2012-11-30,22714.534792826504
1_4_2012-12-07,23496.314013948147
1_4_2012-12-14,23943.04499744623
1_4_2012-12-21,24054.727743320753
1_4_2012-12-28,24278.093235069795
1_4_2013-01-04,24836.5069644424
1_4_2013-01-11,24948.189710316918
1_4_2013-01-18,25059.872456191442
1_4_2013-01-25,25171.555202065963
1_4_2013-02-01,25283.237947940484
1_4_2013-02-08,25506.603439689527
1_4_2013-02-15,25729.96893143857
1_4_2013-02-22,26065.01716906213
1_4_2013-03-01,26176.69991493665
1_4_2013-03-08,26288.38266081117
1_4_2013-03-15,26400.06540668569
1_4_2013-03-22,26511.748152560212
1_4_2013-03-29,26623.43089843473
1_4_2013-04-05,26735.113644309255
1_4_2013-04-12,26846.796390183772
1_4_2013-04-19,26958.479136058297
1_4_2013-04-26,27070.161881932814
1_4_2013-05-03,13529.835386255934
1_4_2013-05-10,13641.518132130455
1_4_2013-05-17,13753.200878004976
1_4_2013-05-24,13864.883623879497
1_4_2013-05-31,13976.566369754019
1_4_2013-06-07,14088.24911562854
1_4_2013-06-14,14199.93186150306
1_4_2013-06-21,14311.61460737758
1_4_2013-06-28,14423.297353252101
1_4_2013-07-05,14534.980099126622
1_4_2013-07-12,14646.662845001143
1_4_2013-07-19,14758.345590875664
1_4_2013-07-26,14870.028336750185
1_5_2012-11-02,14981.711082624706
1_5_2012-11-09,15205.076574373747
1_5_2012-11-16,15316.759320248268
1_5_2012-11-23,15428.442066122789
1_5_2012-11-30,15540.12481199731
1_5_2012-12-07,15651.80755787183
1_5_2012-12-14,15763.490303746352
1_5_2012-12-21,15875.173049620873
1_5_2012-12-28,15986.855795495394
1_5_2013-01-04,16098.538541369913
1_5_2013-01-11,16210.221287244434
1_5_2013-01-18,16321.904033118955
1_5_2013-01-25,16433.58677899348
1_5_2013-02-01,16545.269524868
1_5_2013-02-08,16656.952270742517
1_5_2013-02-15,16768.635016617038
1_5_2013-02-22,16880.31776249156
1_5_2013-03-01,16992.00050836608
1_5_2013-03-08,17103.6832542406
1_5_2013-03-15,17215.366000115122
1_5_2013-03-22,17327.048745989643
1_5_2013-03-29,17438.731491864164
1_5_2013-04-05,17662.096983613206
1_5_2013-04-12,17885.46247536225
1_5_2013-04-19,17997.14522123677
1_5_2013-04-26,18108.82796711129
1_5_2013-05-03,18332.193458860333
1_5_2013-05-10,18555.558950609375
1_5_2013-05-17,18890.607188232934
1_5_2013-05-24,19225.655425856497
1_5_2013-05-31,19449.02091760554
1_5_2013-06-07,19560.70366348006
1_5_2013-06-14,19672.38640935458
1_5_2013-06-21,20007.434646978145
1_5_2013-06-28,20119.117392852666
1_5_2013-07-05,20900.89661397431
1_5_2013-07-12,21347.627597472394
1_5_2013-07-19,21459.310343346915
1_5_2013-07-26,21682.675835095957
1_6_2012-11-02,22241.089564468562
1_6_2012-11-09,22464.455056217605
1_6_2012-11-16,22576.137802092126
1_6_2012-11-23,22911.186039715685
1_6_2012-11-30,23134.551531464727
1_6_2012-12-07,23469.59976908829
1_6_2012-12-14,23581.28251496281
1_6_2012-12-21,23692.965260837333
1_6_2012-12-28,23916.33075258637
1_6_2013-01-04,24028.013498460896
1_6_2013-01-11,24139.696244335413
1_6_2013-01-18,24251.378990209938
1_6_2013-01-25,14499.481895947109
1_6_2013-02-01,14611.16464182163
1_6_2013-02-08,14722.84738769615
1_6_2013-02-15,14834.530133570672
1_6_2013-02-22,14946.212879445191
1_6_2013-03-01,15057.895625319714
1_6_2013-03-08,15169.578371194233
1_6_2013-03-15,15281.261117068754
1_6_2013-03-22,15392.943862943275
1_6_2013-03-29,15504.626608817796
1_6_2013-04-05,15616.309354692317
1_6_2013-04-12,15727.992100566838
1_6_2013-04-19,15839.67484644136
1_6_2013-04-26,15951.35759231588
1_6_2013-05-03,16174.72308406492
1_6_2013-05-10,16286.405829939442
1_6_2013-05-17,16398.088575813963
1_6_2013-05-24,16509.771321688484
1_6_2013-05-31,16621.454067563005
1_6_2013-06-07,16733.136813437526
1_6_2013-06-14,16844.819559312047
1_6_2013-06-21,16956.50230518657
1_6_2013-06-28,17068.18505106109
1_6_2013-07-05,17179.86779693561
1_6_2013-07-12,17291.55054281013
1_6_2013-07-19,17403.23328868465
1_6_2013-07-26,17514.916034559174
1_7_2012-11-02,17626.59878043369
1_7_2012-11-09,17738.281526308212
1_7_2012-11-16,17849.964272182733
1_7_2012-11-23,17961.647018057254
1_7_2012-11-30,18073.329763931775
1_7_2012-12-07,18185.012509806296
1_7_2012-12-14,18296.695255680817
1_7_2012-12-21,18408.37800155534
1_7_2012-12-28,18520.06074742986
1_7_2013-01-04,18631.74349330438
1_7_2013-01-11,18855.108985053423
1_7_2013-01-18,18966.791730927944
1_7_2013-01-25,19078.474476802465
1_7_2013-02-01,19301.839968551503
1_7_2013-02-08,19525.205460300545
1_7_2013-02-15,19748.570952049588
1_7_2013-02-22,19860.25369792411
1_7_2013-03-01,20195.30193554767
1_7_2013-03-08,20418.667427296714
1_7_2013-03-15,20530.350173171235
1_7_2013-03-22,20642.032919045756
1_7_2013-03-29,20865.398410794798
1_7_2013-04-05,20977.08115666932
1_7_2013-04-12,21088.76390254384
1_7_2013-04-19,21870.543123665484
1_7_2013-04-26,22317.27410716357
1_7_2013-05-03,22428.95685303809
1_7_2013-05-10,22652.32234478713
1_7_2013-05-17,23210.736074159737
1_7_2013-05-24,23322.418820034254
1_7_2013-05-31,23434.10156590878
1_7_2013-06-07,23545.784311783296
1_7_2013-06-14,23657.46705765782
1_7_2013-06-21,23880.832549406863
1_7_2013-06-28,24104.198041155905
1_7_2013-07-05,24439.246278779465
1_7_2013-07-12,24550.929024653986
1_7_2013-07-19,24662.611770528507
1_7_2013-07-26,24774.294516403028
1_8_2012-11-02,24885.97726227755
1_8_2012-11-09,24997.660008152066
1_8_2012-11-16,25109.34275402659
1_8_2012-11-23,25221.02549990111
1_8_2012-11-30,25332.708245775633
1_8_2012-12-07,25444.39099165015
1_8_2012-12-14,13369.37800566537
1_8_2012-12-21,13481.060751539891
1_8_2012-12-28,13592.743497414413
1_8_2013-01-04,13704.426243288932
1_8_2013-01-11,13816.108989163453
1_8_2013-01-18,13927.791735037974
1_8_2013-01-25,14039.474480912495
1_8_2013-02-01,14151.157226787016
1_8_2013-02-08,14262.839972661537
1_8_2013-02-15,14374.522718536058
1_8_2013-02-22,14486.205464410577
1_8_2013-03-01,14597.8882102851
1_8_2013-03-08,14709.57095615962
1_8_2013-03-15,14821.25370203414
1_8_2013-03-22,15044.619193783183
1_8_2013-03-29,15156.301939657704
1_8_2013-04-05,15267.984685532225
1_8_2013-04-12,15379.667431406746
1_8_2013-04-19,15491.350177281267
1_8_2013-04-26,15603.032923155786
1_8_2013-05-03,15714.715669030307
1_8_2013-05-10,15826.398414904828
1_8_2013-05-17,15938.08116077935
1_8_2013-05-24,16049.76390665387
1_8_2013-05-31,16161.446652528391
1_8_2013-06-07,16273.129398402913
1_8_2013-06-14,16384.81214427743
1_8_2013-06-21,16496.494890151953
1_8_2013-06-28,16608.177636026474
1_8_2013-07-05,16719.860381900995
1_8_2013-07-12,16831.543127775516
1_8_2013-07-19,16943.225873650037
1_8_2013-07-26,17054.908619524558
1_9_2012-11-02,17166.59136539908
1_9_2012-11-09,17278.2741112736
1_9_2012-11-16,17501.639603022642
1_9_2012-11-23,17725.005094771685
1_9_2012-11-30,17836.687840646206
1_9_2012-12-07,17948.370586520723
1_9_2012-12-14,18171.736078269765
1_9_2012-12-21,18395.101570018807
1_9_2012-12-28,18730.14980764237
1_9_2013-01-04,19065.198045265934
1_9_2013-01-11,19288.563537014976
1_9_2013-01-18,19400.246282889497
1_9_2013-01-25,19511.929028764018
1_9_2013-02-01,19735.29452051306
1_9_2013-02-08,19958.660012262102
1_9_2013-02-15,20740.439233383746
1_9_2013-02-22,21187.17021688183
1_9_2013-03-01,21298.852962756348
1_9_2013-03-08,21522.218454505393
1_9_2013-03-15,22080.632183878
1_9_2013-03-22,22303.99767562704
1_9_2013-03-29,22415.680421501558
1_9_2013-04-05,22750.72865912512
1_9_2013-04-12,22974.094150874163
1_9_2013-04-19,23309.142388497727
1_9_2013-04-26,23420.825134372244
1_9_2013-05-03,23532.50788024677
1_9_2013-05-10,23755.87337199581
1_9_2013-05-17,23867.55611787033
1_9_2013-05-24,23979.238863744853
1_9_2013-05-31,24090.92160961937
1_9_2013-06-07,18480.2017217016
1_9_2013-06-14,18591.88446757612
1_9_2013-06-21,18703.567213450642
1_9_2013-06-28,18815.24995932516
1_9_2013-07-05,18926.93270519968
1_9_2013-07-12,19038.6154510742
1_9_2013-07-19,19150.298196948723
1_9_2013-07-26,19261.980942823244
1_10_2012-11-02,19373.663688697765
1_10_2012-11-09,19485.346434572286
1_10_2012-11-16,19597.029180446807
1_10_2012-11-23,19708.711926321328
1_10_2012-11-30,19820.39467219585
1_10_2012-12-07,19932.07741807037
1_10_2012-12-14,20155.442909819412
1_10_2012-12-21,20267.125655693933
1_10_2012-12-28,20378.80840156845
1_10_2013-01-04,20490.491147442975
1_10_2013-01-11,20602.173893317493
1_10_2013-01-18,20713.856639192014
1_10_2013-01-25,20825.539385066535
1_10_2013-02-01,20937.222130941056
1_10_2013-02-08,21048.904876815577
1_10_2013-02-15,21160.5876226901
1_10_2013-02-22,21272.27036856462
1_10_2013-03-01,21383.95311443914
1_10_2013-03-08,21495.63586031366
1_10_2013-03-15,21607.318606188182
1_10_2013-03-22,21719.001352062704
1_10_2013-03-29,21830.684097937225
1_10_2013-04-05,21942.366843811746
1_10_2013-04-12,22054.049589686263
1_10_2013-04-19,22165.732335560788
1_10_2013-04-26,22277.41508143531
1_10_2013-05-03,22389.09782730983
1_10_2013-05-10,22500.780573184347
1_10_2013-05-17,22612.463319058872
1_10_2013-05-24,22835.82881080791
1_10_2013-05-31,22947.51155668243
1_10_2013-06-07,23059.194302556953
1_10_2013-06-14,23282.559794305995
1_10_2013-06-21,23505.925286055037
1_10_2013-06-28,23729.290777804075
1_10_2013-07-05,23840.9735236786
1_10_2013-07-12,24176.02176130216
1_10_2013-07-19,24399.3872530512
1_10_2013-07-26,24511.069998925726
1_11_2012-11-02,24622.752744800244
1_11_2012-11-09,24846.118236549286
1_11_2012-11-16,24957.80098242381
1_11_2012-11-23,25069.483728298328
1_11_2012-11-30,25851.262949419975
1_11_2012-12-07,26297.993932918056
1_11_2012-12-14,26409.67667879258
1_11_2012-12-21,26633.04217054162
1_11_2012-12-28,27191.455899914225
1_11_2013-01-04,27303.138645788742
1_11_2013-01-11,27414.821391663267
1_11_2013-01-18,27526.504137537784
1_11_2013-01-25,27638.18688341231
1_11_2013-02-01,27861.55237516135
1_11_2013-02-08,28084.917866910393
1_11_2013-02-15,28419.966104533953
1_11_2013-02-22,28531.648850408477
1_11_2013-03-01,28643.331596282995
1_11_2013-03-08,28755.01434215752
1_11_2013-03-15,28866.697088032037
1_11_2013-03-22,28978.379833906558
1_11_2013-03-29,29090.06257978108
1_11_2013-04-05,29201.7453256556
1_11_2013-04-12,29313.42807153012
1_11_2013-04-19,29425.110817404642
1_11_2013-04-26,13063.554796904673
1_11_2013-05-03,13175.237542779194
1_11_2013-05-10,13286.920288653715
1_11_2013-05-17,13398.603034528236
1_11_2013-05-24,13510.285780402757
1_11_2013-05-31,13621.968526277278
1_11_2013-06-07,13733.6512721518
1_11_2013-06-14,13845.334018026319
1_11_2013-06-21,13957.01676390084
1_11_2013-06-28,14068.69950977536
1_11_2013-07-05,14180.382255649882
1_11_2013-07-12,14292.065001524403
1_11_2013-07-19,14403.747747398924
1_11_2013-07-26,14515.430493273445
1_12_2012-11-02,14738.795985022487
1_12_2012-11-09,14850.478730897006
1_12_2012-11-16,14962.161476771527
1_12_2012-11-23,15185.52696852057
1_12_2012-11-30,15297.20971439509
1_12_2012-12-07,15408.892460269612
1_12_2012-12-14,15520.575206144133
1_12_2012-12-21,15632.257952018652
1_12_2012-12-28,15743.940697893173
1_12_2013-01-04,15855.623443767694
1_12_2013-01-11,15967.306189642215
1_12_2013-01-18,16078.988935516736
1_12_2013-01-25,16190.671681391257
1_12_2013-02-01,16302.354427265778
1_12_2013-02-08,16414.0371731403
1_12_2013-02-15,16525.71991901482
1_12_2013-02-22,16637.40266488934
1_12_2013-03-01,16749.085410763862
1_12_2013-03-08,16860.768156638384
1_12_2013-03-15,16972.450902512905
1_12_2013-03-22,17195.816394261943
1_12_2013-03-29,17419.181886010985
1_12_2013-04-05,17530.864631885506
1_12_2013-04-12,17642.547377760027
1_12_2013-04-19,17865.91286950907
1_12_2013-04-26,17977.59561538359
1_12_2013-05-03,18089.27836125811
1_12_2013-05-10,18312.643853007154
1_12_2013-05-17,18424.326598881675
1_12_2013-05-24,18759.374836505238
1_12_2013-05-31,18982.74032825428
1_12_2013-06-07,19094.423074128797
1_12_2013-06-14,19206.105820003322
1_12_2013-06-21,19429.471311752364
1_12_2013-06-28,19541.15405762688
1_12_2013-07-05,19652.836803501403
1_12_2013-07-12,20434.61602462305
1_12_2013-07-19,20881.347008121134
1_12_2013-07-26,20993.029753995652
1_13_2012-11-02,21216.395245744694
1_13_2012-11-09,21774.8089751173
1_13_2012-11-16,21886.49172099182
1_13_2012-11-23,21998.17446686634
1_13_2012-11-30,22109.857212740862
1_13_2012-12-07,22221.53995861538
1_13_2012-12-14,22444.905450364422
1_13_2012-12-21,22668.270942113464
1_13_2012-12-28,23003.319179737027
1_13_2013-01-04,23115.00192561155
1_13_2013-01-11,23226.684671486073
1_13_2013-01-18,23338.36741736059
1_13_2013-01-25,23450.05016323511
1_13_2013-02-01,23561.732909109633
1_13_2013-02-08,23673.415654984154
1_13_2013-02-15,23785.098400858675
1_13_2013-02-22,23896.781146733192
1_13_2013-03-01,14260.684905394402
1_13_2013-03-08,14372.367651268924
1_13_2013-03-15,14484.050397143445
1_13_2013-03-22,14595.733143017964
1_13_2013-03-29,14707.415888892485
1_13_2013-04-05,14819.098634767006
1_13_2013-04-12,14930.781380641527
1_13_2013-04-19,15042.464126516048
1_13_2013-04-26,15154.14687239057
1_13_2013-05-03,15265.82961826509
1_13_2013-05-10,15377.51236413961
1_13_2013-05-17,15489.195110014132
1_13_2013-05-24,15600.877855888652
1_13_2013-05-31,15712.560601763173
1_13_2013-06-07,15935.926093512215
1_13_2013-06-14,16047.608839386736
1_13_2013-06-21,16159.291585261257
1_13_2013-06-28,16270.974331135778
1_13_2013-07-05,16382.657077010299
1_13_2013-07-12,16494.33982288482
1_13_2013-07-19,16606.02256875934
1_13_2013-07-26,16717.705314633862
1_14_2012-11-02,16829.388060508383
1_14_2012-11-09,16941.0708063829
1_14_2012-11-16,17052.753552257425
1_14_2012-11-23,17164.436298131943
1_14_2012-11-30,17276.119044006464
1_14_2012-12-07,17387.801789880985
1_14_2012-12-14,17499.484535755506
1_14_2012-12-21,17611.167281630027
1_14_2012-12-28,17722.850027504548
1_14_2013-01-04,17834.53277337907
1_14_2013-01-11,17946.21551925359
1_14_2013-01-18,18057.89826512811
1_14_2013-01-25,18169.581011002632
1_14_2013-02-01,18281.263756877153
1_14_2013-02-08,18392.946502751674
1_14_2013-02-15,18616.311994500717
1_14_2013-02-22,18727.994740375238
1_14_2013-03-01,18839.67748624976
1_14_2013-03-08,19063.042977998797
1_14_2013-03-15,19286.40846974784
1_14_2013-03-22,19621.456707371402
1_14_2013-03-29,19956.504944994966
1_14_2013-04-05,20291.55318261853
1_14_2013-04-12,20403.23592849305
1_14_2013-04-19,20626.601420242092
1_14_2013-04-26,20738.28416611661
1_14_2013-05-03,20849.966911991134
1_14_2013-05-10,21631.746133112778
1_14_2013-05-17,22078.477116610862
1_14_2013-05-24,22190.159862485383
1_14_2013-05-31,22413.52535423442
1_14_2013-06-07,22971.939083607027
1_14_2013-06-14,23083.621829481548
1_14_2013-06-21,23195.30457535607
1_14_2013-06-28,23306.98732123059
1_14_2013-07-05,23418.67006710511
1_14_2013-07-12,23642.03555885415
1_14_2013-07-19,23865.401050603195
1_14_2013-07-26,24200.44928822676
1_16_2012-11-02,24312.132034101276
1_16_2012-11-09,24423.8147799758
1_16_2012-11-16,24535.49752585032
1_16_2012-11-23,24647.180271724843
1_16_2012-11-30,24758.86301759936
1_16_2012-12-07,24982.228509348402
1_16_2012-12-14,25093.911255222924
1_16_2012-12-21,25205.594001097445
1_16_2012-12-28,12649.148459394672
1_16_2013-01-04,12760.831205269193
1_16_2013-01-11,12872.513951143714
1_16_2013-01-18,12984.196697018233
1_16_2013-01-25,13095.879442892754
1_16_2013-02-01,13207.562188767275
1_16_2013-02-08,13319.244934641796
1_16_2013-02-15,13430.927680516317
1_16_2013-02-22,13542.610426390838
1_16_2013-03-01,13654.29317226536
1_16_2013-03-08,13765.97591813988
1_16_2013-03-15,13877.658664014401
1_16_2013-03-22,13989.341409888922
1_16_2013-03-29,14101.024155763444
1_16_2013-04-05,14324.389647512484
1_16_2013-04-12,14436.072393387005
1_16_2013-04-19,14547.755139261526
1_16_2013-04-26,14659.437885136047
1_16_2013-05-03,14771.120631010568
1_16_2013-05-10,14882.80337688509
1_16_2013-05-17,14994.48612275961
1_16_2013-05-24,15106.16886863413
1_16_2013-05-31,15217.85161450865
1_16_2013-06-07,15329.534360383172
1_16_2013-06-14,15441.217106257693
1_16_2013-06-21,15552.899852132214
1_16_2013-06-28,15664.582598006735
1_16_2013-07-05,15776.265343881256
1_16_2013-07-12,15887.948089755777
1_16_2013-07-19,15999.630835630298
1_16_2013-07-26,16111.313581504817
1_17_2012-11-02,16222.996327379338
1_17_2012-11-09,16334.67907325386
1_17_2012-11-16,16446.361819128382
1_17_2012-11-23,16558.0445650029
1_17_2012-11-30,16781.41005675194
1_17_2012-12-07,17004.775548500984
1_17_2012-12-14,17116.458294375505
1_17_2012-12-21,17228.141040250026
1_17_2012-12-28,17451.506531999068
1_17_2013-01-04,17674.87202374811
1_17_2013-01-11,17898.237515497152
1_17_2013-01-18,18009.920261371673
1_17_2013-01-25,18344.968498995237
1_17_2013-02-01,18680.016736618796
1_17_2013-02-08,18791.699482493317
1_17_2013-02-15,19126.74772011688
1_17_2013-02-22,19238.4304659914
1_17_2013-03-01,20020.20968711305
1_17_2013-03-08,20466.940670611133
1_17_2013-03-15,20578.62341648565
1_17_2013-03-22,20801.988908234693
1_17_2013-03-29,21360.402637607298
1_17_2013-04-05,21583.76812935634
1_17_2013-04-12,21695.45087523086
1_17_2013-04-19,22030.499112854424
1_17_2013-04-26,22253.864604603463
1_17_2013-05-03,22588.912842227026
1_17_2013-05-10,22700.595588101547
1_17_2013-05-17,22812.27833397607
1_17_2013-05-24,23147.32657159963
1_17_2013-05-31,23259.009317474152
1_17_2013-06-07,19772.120081648136
1_17_2013-06-14,19883.802827522653
1_17_2013-06-21,19995.485573397178
1_17_2013-06-28,20107.168319271696
1_17_2013-07-05,20218.851065146217
1_17_2013-07-12,20330.533811020738
1_17_2013-07-19,20442.216556895262
1_17_2013-07-26,20553.89930276978
1_18_2012-11-02,20665.5820486443
1_18_2012-11-09,20777.264794518822
1_18_2012-11-16,20888.947540393343
1_18_2012-11-23,21000.630286267864
1_18_2012-11-30,21112.313032142385
1_18_2012-12-07,21223.995778016906
1_18_2012-12-14,21447.36126976595
1_18_2012-12-21,21559.04401564047
1_18_2012-12-28,21670.72676151499
1_18_2013-01-04,21782.409507389508
1_18_2013-01-11,21894.092253264032
1_18_2013-01-18,22005.77499913855
1_18_2013-01-25,22117.45774501307
1_18_2013-02-01,22229.140490887592
1_18_2013-02-08,22340.823236762113
1_18_2013-02-15,22452.505982636634
1_18_2013-02-22,22564.188728511155
1_18_2013-03-01,22675.871474385676
1_18_2013-03-08,22787.554220260197
1_18_2013-03-15,22899.23696613472
1_18_2013-03-22,23010.91971200924
1_18_2013-03-29,23122.60245788376
1_18_2013-04-05,23234.28520375828
1_18_2013-04-12,23345.967949632803
1_18_2013-04-19,23457.65069550732
1_18_2013-04-26,23569.333441381845
1_18_2013-05-03,23681.016187256366
1_18_2013-05-10,23792.698933130887
1_18_2013-05-17,23904.381679005404
1_18_2013-05-24,24127.747170754446
1_18_2013-06-07,24239.42991662897
1_18_2013-07-05,24351.11266250349
1_19_2012-11-02,24574.47815425253
1_19_2012-11-09,24797.843646001573
1_19_2012-11-16,25021.209137750615
1_19_2012-11-23,25132.891883625132
1_19_2012-11-30,25244.574629499657
1_19_2012-12-07,25467.9401212487
1_19_2012-12-14,25691.30561299774
1_19_2012-12-21,25802.98835887226
1_19_2012-12-28,25914.67110474678
1_19_2013-01-04,26138.036596495822
1_19_2013-01-11,26249.719342370343
1_19_2013-01-18,26361.402088244864
1_19_2013-01-25,27143.18130936651
1_19_2013-02-01,27589.912292864596
1_19_2013-02-08,27701.595038739113
1_19_2013-02-15,27924.960530488155
1_19_2013-02-22,28483.374259860764
1_19_2013-03-01,28595.05700573528
1_19_2013-03-08,28706.739751609806
1_19_2013-03-15,28818.422497484324
1_19_2013-03-22,28930.105243358845
1_19_2013-03-29,29153.470735107887
1_19_2013-04-05,29376.83622685693
1_19_2013-04-12,29711.884464480492
1_19_2013-04-19,29823.56721035501
1_19_2013-04-26,29935.249956229534
1_19_2013-05-03,30046.93270210405
1_19_2013-05-10,30158.615447978576
1_19_2013-05-17,30270.298193853094
1_19_2013-05-24,30381.980939727615
1_19_2013-05-31,30493.663685602136
1_19_2013-06-07,30605.346431476657
1_19_2013-06-14,17637.29390181384
1_19_2013-06-21,17748.97664768836
1_19_2013-06-28,17860.65939356288
1_19_2013-07-05,17972.3421394374
1_19_2013-07-12,18084.024885311923
1_19_2013-07-19,18195.707631186444
1_19_2013-07-26,18307.390377060965
1_20_2012-11-02,18419.073122935486
1_20_2012-11-09,18530.755868810007
1_20_2012-11-16,18642.438614684528
1_20_2012-11-23,18754.12136055905
1_20_2012-11-30,18865.80410643357
1_20_2012-12-07,18977.48685230809
1_20_2012-12-14,19089.169598182612
1_20_2012-12-21,19312.53508993165
1_20_2012-12-28,19424.217835806172
1_20_2013-01-04,19535.900581680693
1_20_2013-01-11,19647.583327555214
1_20_2013-01-18,19759.266073429735
1_20_2013-01-25,19870.948819304256
1_20_2013-02-01,19982.631565178777
1_20_2013-02-08,20094.3143110533
1_20_2013-02-15,20205.99705692782
1_20_2013-02-22,20317.67980280234
1_20_2013-03-01,20429.36254867686
1_20_2013-03-08,20541.045294551383
1_20_2013-03-15,20652.728040425904
1_20_2013-03-22,20764.410786300425
1_20_2013-03-29,20876.093532174942
1_20_2013-04-05,20987.776278049467
1_20_2013-04-12,21099.459023923988
1_20_2013-04-19,21211.14176979851
1_20_2013-04-26,21322.824515673026
1_20_2013-05-03,21434.50726154755
1_20_2013-05-10,21546.19000742207
1_20_2013-05-17,21657.87275329659
1_20_2013-05-24,21769.55549917111
1_20_2013-05-31,21992.920990920153
1_20_2013-06-07,22104.603736794674
1_20_2013-06-14,22216.286482669195
1_20_2013-06-21,22439.651974418237
1_20_2013-06-28,22663.01746616728
1_20_2013-07-05,22998.06570379084
1_20_2013-07-12,23333.113941414405
1_20_2013-07-19,23556.479433163444
1_20_2013-07-26,23668.162179037965
1_21_2012-11-02,23779.844924912486
