Id,Weekly_Sales
1_3_2013-04-19,10699.540783908762
1_3_2013-04-26,10846.193830259632
1_3_2013-05-03,13154.968276692189
1_3_2013-05-10,15174.27142704262
1_3_2013-05-17,17605.535630137852
1_3_2013-05-24,17868.561965137855
1_3_2013-05-31,13944.215649997743
1_3_2013-06-07,16949.649386159483
1_3_2013-06-14,19585.240960780713
1_3_2013-06-21,19433.264725137855
1_3_2013-06-28,20555.7883418045
1_3_2013-07-05,19584.480600780713
1_3_2013-07-12,19828.080415614022
1_3_2013-07-19,17687.92410930233
1_3_2013-07-26,14619.272053380833
1_4_2012-11-02,34734.97223716258
1_4_2012-11-09,36928.96284638482
1_4_2012-11-16,35433.904836263486
1_4_2012-11-23,37803.85257908333
1_4_2012-11-30,34966.46933578733
1_4_2012-12-07,37153.782554142796
1_4_2012-12-14,33734.68913686395
1_4_2012-12-21,36786.63609582442
1_4_2012-12-28,38629.59569761812
1_4_2013-01-04,35469.30544979761
1_4_2013-01-11,35436.814577432524
1_4_2013-01-18,34053.95037773986
1_4_2013-01-25,32174.544215310074
1_4_2013-02-01,36496.88419558334
1_4_2013-02-08,37789.02329158331
1_4_2013-02-15,37137.20133808336
1_4_2013-02-22,36329.10700970237
1_4_2013-03-01,33971.84358438484
1_4_2013-03-08,33575.5961528845
1_4_2013-03-15,32776.745061840105
1_4_2013-03-22,37221.5104744241
1_4_2013-03-29,34094.79717271814
1_4_2013-04-05,35638.71109995625
1_4_2013-04-12,32904.17269720229
1_4_2013-04-19,32913.82407430545
1_4_2013-04-26,32281.227680656353
1_4_2013-05-03,32664.08465385079
1_4_2013-05-10,36449.186619042506
1_4_2013-05-17,37090.32286747116
1_4_2013-05-24,37511.19991913778
1_4_2013-05-31,34391.29428099766
1_4_2013-06-07,37750.41893332617
1_4_2013-06-14,37516.42582144734
1_4_2013-06-21,37225.77529713785
1_4_2013-06-28,37809.11290380448
1_4_2013-07-05,37455.37001144733
1_4_2013-07-12,37372.86657511403
1_4_2013-07-19,38242.39931980237
1_4_2013-07-26,33203.75551509503
1_5_2012-11-02,24798.542405496046
1_5_2012-11-09,26637.89320971825
1_5_2012-11-16,26772.259711263574
1_5_2012-11-23,35056.283942416645
1_5_2012-11-30,27997.11100162069
1_5_2012-12-07,25242.451054142857
1_5_2012-12-14,26133.31313519733
1_5_2012-12-21,31711.275790443517
1_5_2012-12-28,37269.91202923716
1_5_2013-01-04,30849.760943131005
1_5_2013-01-11,27896.86481076586
1_5_2013-01-18,27916.956388851024
1_5_2013-01-25,23615.928902500593
1_5_2013-02-01,27010.018542250007
1_5_2013-02-08,34459.90453491664
1_5_2013-02-15,32842.75334141668
1_5_2013-02-22,29445.307893035715
1_5_2013-03-01,27967.262644384937
1_5_2013-03-08,25868.90038532904
1_5_2013-03-15,23806.44230812592
1_5_2013-03-22,26720.819424424255
1_5_2013-03-29,25568.729553551606
1_5_2013-04-05,26264.569123289697
1_5_2013-04-12,23732.2693735357
1_5_2013-04-19,23597.588120638895
1_5_2013-04-26,23705.741966989757
1_5_2013-05-03,23200.12028046995
1_5_2013-05-10,25270.603449042632
1_5_2013-05-17,24466.8658974712
1_5_2013-05-24,23712.114249137874
1_5_2013-05-31,23749.928269331063
1_5_2013-06-07,24908.87477443731
1_5_2013-06-14,22705.202161447374
1_5_2013-06-21,22625.667197137864
1_5_2013-06-28,22351.856693804555
1_5_2013-07-05,22705.611701447375
1_5_2013-07-12,22767.026915114075
1_5_2013-07-19,24609.0574009135
1_5_2013-07-26,22366.693648476074
1_6_2012-11-02,4943.414638829368
1_6_2012-11-09,5191.16009705159
1_6_2012-11-16,5807.300371263579
1_6_2012-11-23,9154.870008416656
1_6_2012-11-30,6692.026438287382
1_6_2012-12-07,5111.86810547619
1_6_2012-12-14,7352.485939985224
1_6_2012-12-21,10083.697428776853
1_6_2012-12-28,11784.007061237167
1_6_2013-01-04,7443.546444130937
1_6_2013-01-11,5929.603076099202
1_6_2013-01-18,7435.298455184334
1_6_2013-01-25,6407.6647289551465
1_6_2013-02-01,6614.4618532499935
1_6_2013-02-08,8096.008327583329
1_6_2013-02-15,8095.5848924166585
1_6_2013-02-22,7007.558850702384
1_6_2013-03-01,5912.24975438491
1_6_2013-03-08,6791.866240329016
1_6_2013-03-15,6090.439537913789
1_6_2013-03-22,5148.638575757577
1_6_2013-03-29,5403.034140218253
1_6_2013-04-05,5731.739104623017
1_6_2013-04-12,6503.333571202399
1_6_2013-04-19,6256.037931638911
1_6_2013-04-26,6306.9175913231165
1_6_2013-05-03,6594.38601313661
1_6_2013-05-10,5629.621215375939
1_6_2013-05-17,5648.950871804512
1_6_2013-05-24,5348.924693471183
1_6_2013-05-31,6649.711210331062
1_6_2013-06-07,6762.991970770607
1_6_2013-06-14,5339.60604244737
1_6_2013-06-21,5203.354601471178
1_6_2013-06-28,5198.788250137851
1_6_2013-07-05,5338.1038624473695
1_6_2013-07-12,5360.5069447807045
1_6_2013-07-19,6742.0155939134665
1_6_2013-07-26,6320.619906142716
1_7_2012-11-02,23201.5416419484
1_7_2012-11-09,24832.846210504013
1_7_2012-11-16,32753.443186382658
1_7_2012-11-23,31786.224969693292
1_7_2012-11-30,35947.78279864458
1_7_2012-12-07,26557.814027500088
1_7_2012-12-14,25103.212572604265
1_7_2012-12-21,37102.685220165804
1_7_2012-12-28,39806.860258545516
1_7_2013-01-04,27719.651018059525
1_7_2013-01-11,25227.14574945634
1_7_2013-01-18,27040.159625779565
1_7_2013-01-25,18920.513523764697
1_7_2013-02-01,24409.255596940497
1_7_2013-02-08,30021.681673621857
1_7_2013-02-15,27967.261331916678
1_7_2013-02-22,25554.96415282142
1_7_2013-03-01,24487.201726980154
1_7_2013-03-08,26535.63135135284
1_7_2013-03-15,20670.412951818573
1_7_2013-03-22,24544.299967114774
1_7_2013-03-29,23749.78675700394
1_7_2013-04-05,23760.823812742092
1_7_2013-04-12,21893.845505059577
1_7_2013-04-19,21637.362907162653
1_7_2013-04-26,20806.853208513585
1_7_2013-05-03,21554.989799827075
1_7_2013-05-10,26016.790168971198
1_7_2013-05-17,25722.99515623309
1_7_2013-05-24,27073.203027899788
1_7_2013-05-31,23009.89893235484
1_7_2013-06-07,28285.83950246107
1_7_2013-06-14,26439.09905687595
1_7_2013-06-21,26529.62387589976
1_7_2013-06-28,26833.805954566436
1_7_2013-07-05,26377.896626875943
1_7_2013-07-12,27721.295630637847
1_7_2013-07-19,27895.1995664373
1_7_2013-07-26,22259.42904454747
1_8_2012-11-02,39577.15227928176
1_8_2012-11-09,42235.834896837296
1_8_2012-11-16,40397.69594704932
1_8_2012-11-23,40251.58319035994
1_8_2012-11-30,39770.6755859779
1_8_2012-12-07,42191.12773683339
1_8_2012-12-14,37386.927256548784
1_8_2012-12-21,43750.07595944359
1_8_2012-12-28,43942.43430091853
1_8_2013-01-04,40547.41322539289
1_8_2013-01-11,40045.65385012305
1_8_2013-01-18,39455.82888944629
1_8_2013-01-25,35506.92521870911
1_8_2013-02-01,41007.967697607215
1_8_2013-02-08,40875.23124095517
1_8_2013-02-15,40734.98692639291
1_8_2013-02-22,40698.462543011956
1_8_2013-03-01,38995.10245098022
1_8_2013-03-08,38551.83913201956
1_8_2013-03-15,36026.37085342971
1_8_2013-03-22,42818.76056463857
1_8_2013-03-29,38957.20766433735
1_8_2013-04-05,41152.069310075414
1_8_2013-04-12,36272.768300337375
1_8_2013-04-19,36477.5115068294
1_8_2013-04-26,35839.65280529137
1_8_2013-05-03,36871.874041231866
1_8_2013-05-10,41497.0086106379
1_8_2013-05-17,42257.07478439977
1_8_2013-05-24,42193.051903566455
1_8_2013-05-31,37623.65922885483
1_8_2013-06-07,43498.052004461
1_8_2013-06-14,42635.29552004265
1_8_2013-06-21,42266.58435856644
1_8_2013-06-28,41945.65037023311
1_8_2013-07-05,42633.534070042646
1_8_2013-07-12,42405.67299330454
1_8_2013-07-19,43502.40935799275
1_8_2013-07-26,37020.42591211889
1_9_2012-11-02,31537.108222615083
1_9_2012-11-09,33778.76887417064
1_9_2012-11-16,27895.24688371595
1_9_2012-11-23,34352.74626602655
1_9_2012-11-30,28125.465232644525
1_9_2012-12-07,33815.45701516663
1_9_2012-12-14,28339.273994882064
1_9_2012-12-21,33410.377078110185
1_9_2012-12-28,32881.40037658522
1_9_2013-01-04,29979.52023939289
1_9_2013-01-11,29424.538762456366
1_9_2013-01-18,27424.325236446257
1_9_2013-01-25,28607.89494870912
1_9_2013-02-01,33019.32475327383
1_9_2013-02-08,35039.74955495512
1_9_2013-02-15,31460.73043405957
1_9_2013-02-22,32405.84176967863
1_9_2013-03-01,28321.476026980166
1_9_2013-03-08,30253.82596301949
1_9_2013-03-15,33727.972313096405
1_9_2013-03-22,35754.67044530521
1_9_2013-03-29,29016.775292670627
1_9_2013-04-05,34186.56368207539
1_9_2013-04-12,34084.93673167067
1_9_2013-04-19,34707.35308482936
1_9_2013-04-26,33578.733278624684
1_9_2013-05-03,33172.59420789851
1_9_2013-05-10,33326.09648406642
1_9_2013-05-17,34350.478184733045
1_9_2013-05-24,33176.81449623303
1_9_2013-05-31,33868.36140385483
1_9_2013-06-07,34965.58140646105
1_9_2013-06-14,34053.28050937589
1_9_2013-06-21,32990.934970566355
1_9_2013-06-28,31607.080366994993
1_9_2013-07-05,33935.17854937589
1_9_2013-07-12,32280.06885673307
1_9_2013-07-19,34813.180154659465
1_9_2013-07-26,32887.52714378557
1_10_2012-11-02,30635.91274794839
1_10_2012-11-09,32392.2690541706
1_10_2012-11-16,29580.1819770493
1_10_2012-11-23,33229.12594047099
1_10_2012-11-30,29928.588465977886
1_10_2012-12-07,32412.75835016664
1_10_2012-12-14,29112.370883072537
1_10_2012-12-21,31658.522222110176
1_10_2012-12-28,34343.93445336298
1_10_2013-01-04,33149.01435717059
1_10_2013-01-11,31962.430652456333
1_10_2013-01-18,29829.086905112898
1_10_2013-01-25,28113.96573180437
1_10_2013-02-01,32819.750801051545
1_10_2013-02-08,33773.311799399555
1_10_2013-02-15,33799.95884850397
1_10_2013-02-22,34055.76069745635
1_10_2013-03-01,31129.3179763135
1_10_2013-03-08,30322.146929019487
1_10_2013-03-15,29701.596801524898
1_10_2013-03-22,32817.48609530517
1_10_2013-03-29,30651.52004600398
1_10_2013-04-05,32570.920122075353
1_10_2013-04-12,28632.378576432504
1_10_2013-04-19,28534.759014591225
1_10_2013-04-26,28543.76121838655
1_10_2013-05-03,29189.50752642232
1_10_2013-05-10,32427.636735733093
1_10_2013-05-17,33410.331076399714
1_10_2013-05-24,32108.185601233083
1_10_2013-05-31,29880.64860504533
1_10_2013-06-07,32342.958114794394
1_10_2013-06-14,33634.735251042584
1_10_2013-06-21,32439.115025566392
1_10_2013-06-28,32187.220623899775
1_10_2013-07-05,33578.54906104258
1_10_2013-07-12,32167.43827697119
1_10_2013-07-19,32364.902359659507
1_10_2013-07-26,29596.779377785595
1_11_2012-11-02,21563.183045194397
1_11_2012-11-09,22442.350924083305
1_11_2012-11-16,22091.64535262862
1_11_2012-11-23,23781.910905574146
1_11_2012-11-30,22844.135902033395
1_11_2012-12-07,23494.08555152376
1_11_2012-12-14,23673.893409739187
1_11_2012-12-21,22688.114682905634
1_11_2012-12-28,24672.643684539362
1_11_2013-01-04,25183.65011298807
1_11_2013-01-11,23474.02660470236
1_11_2013-01-18,23595.720324708105
1_11_2013-01-25,21492.83617656627
1_11_2013-02-01,22662.586610202357
1_11_2013-02-08,22855.26687450273
1_11_2013-02-15,23145.98140241665
1_11_2013-02-22,22422.245992083306
1_11_2013-03-01,21302.54311803567
1_11_2013-03-08,21766.559680281367
1_11_2013-03-15,21829.33405062013
1_11_2013-03-22,21453.692694900383
1_11_2013-03-29,21641.56843039283
1_11_2013-04-05,21426.686819797604
1_11_2013-04-12,21621.39277686113
1_11_2013-04-19,21278.3164880199
1_11_2013-04-26,21158.697086815206
1_11_2013-05-03,20919.163751184264
1_11_2013-05-10,21898.668172566402
1_11_2013-05-17,22557.818633066385
1_11_2013-05-24,22482.420013899726
1_11_2013-05-31,22340.477204807252
1_11_2013-06-07,22699.083713722935
1_11_2013-06-14,24049.6755955664
1_11_2013-06-21,23333.49013056639
1_11_2013-06-28,23184.172953899786
1_11_2013-07-05,24020.533105566403
1_11_2013-07-12,24119.244837233124
1_11_2013-07-19,22458.981345032473
1_11_2013-07-26,21863.530362547495
1_12_2012-11-02,9870.442906861103
1_12_2012-11-09,10325.947540749994
1_12_2012-11-16,9425.937304295307
1_12_2012-11-23,10271.274867240845
1_12_2012-11-30,9582.756492866734
1_12_2012-12-07,10437.174119857138
1_12_2012-12-14,10241.524248003283
1_12_2012-12-21,11528.258897905669
1_12_2012-12-28,10970.228147158412
1_12_2013-01-04,9617.402863797617
1_12_2013-01-11,9477.934660988085
1_12_2013-01-18,9705.806548597047
1_12_2013-01-25,10786.42291483036
1_12_2013-02-01,9950.333321369037
1_12_2013-02-08,9958.14022616941
1_12_2013-02-15,9872.645471416663
1_12_2013-02-22,9836.661068511901
1_12_2013-03-01,9682.06584898809
1_12_2013-03-08,9979.563796356448
1_12_2013-03-15,10727.590071022774
1_12_2013-03-22,9864.821075376612
1_12_2013-03-29,9599.350587892844
1_12_2013-04-05,9960.174206464271
1_12_2013-04-12,10496.814380501866
1_12_2013-04-19,10482.307422613
1_12_2013-04-26,10376.201641408308
1_12_2013-05-03,11510.24862611069
1_12_2013-05-10,10069.480415899745
1_12_2013-05-17,10169.241766399738
1_12_2013-05-24,10078.28618723307
1_12_2013-05-31,11316.709386400353
1_12_2013-06-07,10941.004456778544
1_12_2013-06-14,10352.291508899745
1_12_2013-06-21,10281.36514389974
1_12_2013-06-28,10353.72596723308
1_12_2013-07-05,10358.352468899744
1_12_2013-07-12,10466.293720566413
1_12_2013-07-19,10975.550517254738
1_12_2013-07-26,11859.400096354873
1_13_2012-11-02,37521.23655686119
1_13_2012-11-09,41378.78564075009
1_13_2012-11-16,36834.24137629538
1_13_2012-11-23,39138.213948669465
1_13_2012-11-30,36234.98883629538
1_13_2012-12-07,41148.3185662858
1_13_2012-12-14,35271.33648858086
1_13_2012-12-21,37093.07997812796
1_13_2012-12-28,37967.972359380714
1_13_2013-01-04,37280.59197379769
1_13_2013-01-11,37817.09102441673
1_13_2013-01-18,36285.27434348016
1_13_2013-01-25,34673.49515040797
1_13_2013-02-01,38875.44568779769
1_13_2013-02-08,39502.89719366947
1_13_2013-02-15,38881.590943416726
1_13_2013-02-22,39002.2631390834
1_13_2013-03-01,36130.30278755959
1_13_2013-03-08,36126.590071810984
1_13_2013-03-15,35145.38019624499
1_13_2013-03-22,41576.0058553767
1_13_2013-03-29,36447.47847846435
1_13_2013-04-05,39219.49991503579
1_13_2013-04-12,35888.13562310319
1_13_2013-04-19,35424.86786021441
1_13_2013-04-26,35033.60217900972
1_13_2013-05-03,35876.004767426355
1_13_2013-05-10,36466.18214389978
1_13_2013-05-17,37803.087727233135
1_13_2013-05-24,37506.15481056648
1_13_2013-05-31,36670.295723350944
1_13_2013-06-07,39436.54557923313
1_13_2013-06-14,37941.63715223312
1_13_2013-06-21,37481.98736723313
1_13_2013-06-28,38035.76842723312
1_13_2013-07-05,37882.78072223312
1_13_2013-07-12,38086.94890056646
1_13_2013-07-19,39448.61361589978
1_13_2013-07-26,35914.04828252155
1_14_2012-11-02,14265.157765749967
1_14_2012-11-09,16133.780145749966
1_14_2012-11-16,15395.736524767512
1_14_2012-11-23,20319.189273628792
1_14_2012-11-30,16603.67652143417
1_14_2012-12-07,16076.12326866664
1_14_2012-12-14,15228.325449168815
1_14_2012-12-21,19148.829345794566
1_14_2012-12-28,22439.735189794577
1_14_2013-01-04,18246.505231083323
1_14_2013-01-11,17023.12284508332
1_14_2013-01-18,15992.004098194433
1_14_2013-01-25,12396.12729983545
1_14_2013-02-01,16332.107474416642
1_14_2013-02-08,18649.903683083354
1_14_2013-02-15,19845.762585750017
1_14_2013-02-22,17829.76876908333
1_14_2013-03-01,15494.500157607135
1_14_2013-03-08,15274.433476191927
1_14_2013-03-15,13189.029335023444
1_14_2013-03-22,16106.766291090888
1_14_2013-03-29,15316.85449751188
1_14_2013-04-05,16407.71682241663
1_14_2013-04-12,13752.389028444433
1_14_2013-04-19,11966.010290666649
1_14_2013-04-26,12285.476573583306
1_14_2013-05-03,12419.826855499969
1_14_2013-05-10,16577.965553614013
1_14_2013-05-17,16835.532156947367
1_14_2013-05-24,16445.019420280692
1_14_2013-05-31,12372.246320916653
1_14_2013-06-07,16128.287584220103
1_14_2013-06-14,17006.14540361402
1_14_2013-06-21,16901.634138614012
1_14_2013-06-28,16374.629116947352
1_14_2013-07-05,17007.615503614023
1_14_2013-07-12,16479.253006947354
1_14_2013-07-19,15913.958320220097
1_14_2013-07-26,12189.002743214249
1_16_2012-11-02,11259.653685749994
1_16_2012-11-09,13132.559465750008
1_16_2012-11-16,10844.380692767538
1_16_2012-11-23,13288.965793628791
1_16_2012-11-30,10470.458619434208
1_16_2012-12-07,12879.237838666679
1_16_2012-12-14,8345.905877454541
1_16_2012-12-21,11824.953944997866
1_16_2012-12-28,12646.215268997872
1_16_2013-01-04,10806.028101083328
1_16_2013-01-11,11657.88718308333
1_16_2013-01-18,8857.630828194442
1_16_2013-01-25,8585.139158121201
1_16_2013-02-01,12435.317724416656
1_16_2013-02-08,13581.851953083336
1_16_2013-02-15,13823.426177750005
1_16_2013-02-22,13639.187637083342
1_16_2013-03-01,12188.818896178565
1_16_2013-03-08,11445.892042763375
1_16_2013-03-15,11080.167635594893
1_16_2013-03-22,12514.190311090913
1_16_2013-03-29,12236.79628408335
1_16_2013-04-05,12954.891554416668
1_16_2013-04-12,9439.411020444462
1_16_2013-04-19,9253.98370266666
1_16_2013-04-26,9262.942775583333
1_16_2013-05-03,9667.378427499989
1_16_2013-05-10,12895.926935614054
1_16_2013-05-17,15330.330468947384
1_16_2013-05-24,15465.528247423568
1_16_2013-05-31,11413.201912916651
1_16_2013-06-07,14479.12485422011
1_16_2013-06-14,17830.75277361404
1_16_2013-06-21,17479.70035861403
1_16_2013-06-28,16640.822016947386
1_16_2013-07-05,17826.97911361404
1_16_2013-07-12,16310.391266947388
1_16_2013-07-19,14454.53159022011
1_16_2013-07-26,11457.642485499988
1_17_2012-11-02,9370.107335666667
1_17_2012-11-09,9938.913086666675
1_17_2012-11-16,9599.035352684212
1_17_2012-11-23,10901.665777818178
1_17_2012-11-30,9435.412656684215
1_17_2012-12-07,9833.19851318519
1_17_2012-12-14,9804.886999522982
1_17_2012-12-21,9707.268645692317
1_17_2012-12-28,11449.456521488852
1_17_2013-01-04,11744.122870666677
1_17_2013-01-11,10896.196374000001
1_17_2013-01-18,10822.334392555555
1_17_2013-01-25,8825.654169460318
1_17_2013-02-01,10489.428940000005
1_17_2013-02-08,10986.37163727273
1_17_2013-02-15,11721.309654831162
1_17_2013-02-22,11683.27829754545
1_17_2013-03-01,9745.447011333334
1_17_2013-03-08,10323.073055142859
1_17_2013-03-15,9132.071180856317
1_17_2013-03-22,10281.815056666668
1_17_2013-03-29,10469.197909000002
1_17_2013-04-05,10689.73738319048
1_17_2013-04-12,9534.422197983296
1_17_2013-04-19,8988.97532184959
1_17_2013-04-26,9149.2320399484
1_17_2013-05-03,8749.843531128201
1_17_2013-05-10,10475.62341699999
1_17_2013-05-17,10460.880797000009
1_17_2013-05-24,10612.329122142848
1_17_2013-05-31,8853.344033726184
1_17_2013-06-07,10118.927640606058
1_17_2013-06-14,10441.911515000018
1_17_2013-06-21,10541.858895
1_17_2013-06-28,10597.315954999998
1_17_2013-07-05,10438.172805000017
1_17_2013-07-12,10357.312654999998
1_17_2013-07-19,10076.092906606063
1_17_2013-07-26,8325.838812809525
1_18_2012-11-02,14248.854945904759
1_18_2012-11-09,14724.645121904758
1_18_2012-11-16,14302.825837922295
1_18_2012-11-23,16756.670058056276
1_18_2012-11-30,15114.111695255631
1_18_2012-12-07,15032.072915089939
1_18_2012-12-14,14565.825276189664
1_18_2012-12-21,14646.443225692301
1_18_2012-12-28,17153.9918133936
1_18_2013-01-04,17888.003395904758
1_18_2013-01-11,16014.98104257142
1_18_2013-01-18,17914.570096365067
1_18_2013-01-25,11288.013081126981
1_18_2013-02-01,14815.79649857143
1_18_2013-02-08,16128.416352987004
1_18_2013-02-15,17622.570320069255
1_18_2013-02-22,16406.169839450213
1_18_2013-03-01,15136.190559904762
1_18_2013-03-08,17029.510765619045
1_18_2013-03-15,13347.057317523006
1_18_2013-03-22,14552.763657238092
1_18_2013-03-29,15685.957980904752
1_18_2013-04-05,15607.877670650778
1_18_2013-04-12,15657.615401316665
1_18_2013-04-19,14469.956405182947
1_18_2013-04-26,12831.077961615088
1_18_2013-05-03,11390.164833747247
1_18_2013-05-10,15609.553262238083
1_18_2013-05-17,15970.457772238089
1_18_2013-05-24,14389.867174904746
1_18_2013-06-07,15502.076696082238
1_18_2013-07-05,13760.753426904765
1_19_2012-11-02,2432.652327571431
1_19_2012-11-09,2508.914148571435
1_19_2012-11-16,2502.931379588976
1_19_2012-11-23,2479.68058472295
1_19_2012-11-30,2410.543951922306
1_19_2012-12-07,2557.949781756619
1_19_2012-12-14,2383.0467171896667
1_19_2012-12-21,2524.804825692312
1_19_2012-12-28,2496.0552105364695
1_19_2013-01-04,2700.1350518095296
1_19_2013-01-11,2576.9367219047663
1_19_2013-01-18,2822.2394490317524
1_19_2013-01-25,2224.9397956825514
1_19_2013-02-01,2535.9476492381
1_19_2013-02-08,2613.0354096536844
1_19_2013-02-15,2745.6455867359336
1_19_2013-02-22,2695.4657977835545
1_19_2013-03-01,2698.872171571428
1_19_2013-03-08,2823.953920619054
1_19_2013-03-15,2636.7058085229983
1_19_2013-03-22,2632.5704539047683
1_19_2013-03-29,2680.7984992380984
1_19_2013-04-05,2750.0648263174685
1_19_2013-04-12,2820.5508063166503
1_19_2013-04-19,2492.7161651829533
1_19_2013-04-26,2337.5770099484234
1_19_2013-05-03,2263.811268588529
1_19_2013-05-10,2484.001070571429
1_19_2013-05-17,2456.2619539047637
1_19_2013-05-24,2495.0512465714287
1_19_2013-05-31,2326.2103643452447
1_19_2013-06-07,2732.4182144155848
1_19_2013-06-14,2378.1156085714315
1_19_2013-06-21,2438.6194685714286
1_19_2013-06-28,2476.2380652380966
1_19_2013-07-05,2375.467868571431
1_19_2013-07-12,2445.617745238097
1_19_2013-07-19,2708.7150394155847
1_19_2013-07-26,2243.924819603182
1_20_2012-11-02,4249.970839238095
1_20_2012-11-09,4624.987211904759
1_20_2012-11-16,4247.719750922305
1_20_2012-11-23,4934.63301305628
1_20_2012-11-30,3990.228089922308
1_20_2012-12-07,4667.6210350899455
1_20_2012-12-14,3922.9380288563298
1_20_2012-12-21,4260.839522358979
1_20_2012-12-28,5058.780560536466
1_20_2013-01-04,4841.981945142858
1_20_2013-01-11,4794.140893904764
1_20_2013-01-18,4164.974684698418
1_20_2013-01-25,3711.5598466825495
1_20_2013-02-01,4879.169403238097
1_20_2013-02-08,5025.617569653681
1_20_2013-02-15,5169.537256735931
1_20_2013-02-22,5016.988364450217
1_20_2013-03-01,4298.059616238099
1_20_2013-03-08,4089.1948679523866
1_20_2013-03-15,3998.1259151896625
1_20_2013-03-22,4828.94412257143
1_20_2013-03-29,4397.117197571431
1_20_2013-04-05,4980.906834984128
1_20_2013-04-12,3969.945758316647
1_20_2013-04-19,3823.30165618295
1_20_2013-04-26,3698.4338959484226
1_20_2013-05-03,3900.7584345885302
1_20_2013-05-10,4561.102694571437
1_20_2013-05-17,4631.282205571432
1_20_2013-05-24,4694.485613904766
1_20_2013-05-31,3914.861821011913
1_20_2013-06-07,4374.520001082255
1_20_2013-06-14,4757.919418571436
1_20_2013-06-21,4794.914803571434
1_20_2013-06-28,4752.589294238099
1_20_2013-07-05,4756.312198571436
1_20_2013-07-12,4695.014520714289
1_20_2013-07-19,4438.325086082255
1_20_2013-07-26,3929.381142269847
